572757 15
572751 15
572744 15
572743 14
572742 14
572741 14
572740 14
572739 14
572738 14
572737 14
572736 14
572735 14
572734 14
572733 10
572732 10
572731 10
572730 10
572729 10
572728 10
572727 10
572726 10
572725 10
572724 10
518917 15
518907 15
518889 15
518877 15
518868 15
518850 15
518818 15
518798 15
518792 15
518755 14
518754 14
518753 14
518752 14
518751 14
518750 14
518749 14
518748 14
518747 14
518746 14
518745 10
518744 10
518743 10
518742 10
518741 10
518740 10
518739 10
518738 10
518737 10
518736 10
434821 15
434709 14
434708 14
434707 14
434706 14
434705 14
434704 14
434703 14
434702 14
434701 14
434700 14
434699 10
434698 10
434697 10
434696 10
434695 10
434694 10
434693 10
434692 10
434691 10
434690 10
398506 15
398447 15
398424 14
398416 15
398414 14
398413 14
398412 14
398411 14
398410 14
398409 14
398408 14
398407 14
398406 13
398405 14
398404 10
398403 10
398402 10
398401 10
398400 10
398399 10
398398 10
398397 10
398396 10
398395 10
358290 17
358275 17
358252 17
358212 17
358192 17
358169 17
357967 15
357957 14
357952 15
357947 14
357946 13
357944 14
357943 13
357942 14
357941 14
357940 14
357939 15
357938 14
357937 10
357936 10
357935 10
357934 10
357933 10
357932 10
357931 10
357930 10
357929 10
357928 10
322447 15
322427 15
322390 15
322387 15
322375 15
322364 15
322355 15
322326 15
322310 15
322289 15
322286 15
322285 15
322284 0
322283 0
322282 0
322281 0
322280 0
322279 0
322278 0
322277 0
322276 0
322275 0
322274 0
322273 0
322272 0
322271 0
322270 0
322269 0
322268 0
322267 0
322266 0
322265 0
322264 0
322263 0
322262 0
322261 0
322260 0
322259 0
291104 0
291103 0
291102 0
291101 0
291100 0
291099 0
291098 0
291097 0
291096 0
291095 0
291094 0
291093 0
291092 0
291091 0
291090 0
291089 0
291088 0
291087 0
291086 0
291085 0
291084 0
291083 0
291082 0
291081 0
291080 0
291079 0
291078 0
291077 0
291076 0
291075 0
291074 0
291073 0
291072 0
291071 0
291070 0
291069 0
291068 0
291067 0
291066 0
291065 0
291064 0
291063 0
291062 0
291061 0
291060 0
291059 0
291058 0
291057 0
291056 0
291055 0
291054 0
291053 0
291052 0
291051 0
291050 0
291049 0
291048 0
291047 0
291046 0
291045 0
291044 0
291043 0
291042 0
291041 0
291040 0
291039 0
291038 0
291036 0
291035 0
291034 0
291033 0
291032 0
291031 0
291030 0
291029 0
291028 0
291027 0
291026 0
291025 0
291024 0
291023 0
291022 0
291021 0
291020 0
291019 0
291018 0
291017 0
291016 0
291015 0
291014 0
291013 0
291012 0
291011 0
291010 0
291009 0
291008 0
291005 0
291004 0
291003 0
291002 0
291001 0
291000 0
290999 0
290998 0
290997 0
290996 0
290995 0
290994 0
290993 0
290992 0
290991 0
290990 0
290989 0
290988 0
290987 0
290985 0
290984 0
290982 0
290981 0
290980 0
290979 0
290977 0
290976 0
290975 0
290974 0
290973 0
290972 0
290971 0
290970 0
290969 0
290968 0
290965 0
290964 0
290963 0
290961 0
290960 0
290959 0
290957 0
290956 0
290955 0
290954 0
290953 0
290952 0
290951 0
290950 0
290949 0
290948 0
290947 0
